번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
1278,239610,에이치엘사이언스,031007,기타 식품 제조업,"5,142,148","2,571,074,000","500",원(KRW),031-421-9903,경기도 화성시 봉담읍 동산재길 36 ,2359
1279,044780,에이치케이,032902,특수 목적용 기계 제조업,"18,505,787","9,252,893,500","500",원(KRW),031-350-2800,경기도 화성시 양감면 사릅재길 117 ,2359
1280,071670,에이테크솔루션,032902,특수 목적용 기계 제조업,"10,000,000","5,000,000,000","500",원(KRW),031-350-8167,경기도 화성시  정남면 가장로 277 ,2359
1281,045660,에이텍,032603,컴퓨터 및 주변장치 제조업,"8,260,000","4,130,000,000","500",원(KRW),031-698-8800,"경기도 성남시 분당구 판교로 289 (삼평동, 에이텍빌딩) ",2359
1282,224110,에이텍티앤,032604,통신 및 방송 장비 제조업,"5,340,000","2,670,000,000","500",원(KRW),031-698-8743,"경기도 성남시 분당구 판교로 289 (삼평동, 에이텍빌딩) ",2359
1283,021080,에이티넘인베스트,116402,신탁업 및 집합투자업,"48,000,000","24,000,000,000","500",원(KRW),02  -555 -0781,서울 강남구 삼성동 168-26 제일빌딩 2층 ,2359
1284,089530,에이티세미콘,032601,반도체 제조업,"83,126,678","41,563,339,000","500",원(KRW),070-5208-5055,경기도 이천시 마장면 서이천로 138 - ,2359
1285,207490,에이펙스인텍,032804,전구 및 조명장치 제조업,"3,600,000","1,800,000,000","500",원(KRW),054-976-7667,경상북도 칠곡군 가산면 인동가산로 619-9 ,2359
1286,036180,에이프런티어,074605,기계장비 및 관련 물품 도매업,"17,600,341","8,800,170,500","500",원(KRW),02-2140-3300,"서울특별시 금천구 벚꽃로 244 1101호(가산동, 벽산디지털밸리5차)",2359
1287,109960,에이프로젠 H&G,074607,기타 전문 도매업,"178,695,217","89,347,608,500","500",원(KRW),031-782-3422,경기도 성남시 중원구 둔촌대로 545 한라시그마밸리 B1(지하1층) ,2359
1288,007460,에이프로젠 KIC,032509,기타 금속 가공제품 제조업,"154,439,339","77,219,669,500","500",원(KRW),031-782-3433,"경기도 성남시 중원구 둔촌대로 545 경기도 성남시 중원구 둔촌대로545, 비2층 (상대원동, 한라시그마밸리)",2359
1289,003060,에이프로젠제약,032102,의약품 제조업,"241,658,328","120,829,164,000","500",원(KRW),02-561-4011,"서울특별시 송파구 오금로19길 6 301호(방이동, 강호빌딩)",2359
1290,089970,에이피티씨,032902,특수 목적용 기계 제조업,"23,234,595","2,323,459,500","100",원(KRW),031-645-1000,경기도 이천시 마장면 서이천로 58-47 ,2359
1291,230240,에치에프알,032604,통신 및 방송 장비 제조업,"11,982,020","5,991,010,000","500",원(KRW),031-712-7768,"경기도 성남시 분당구 성남대로43번길 10 하나EZ타워 5층(구미동, 하나EZ타워)",2359
1292,064510,에코마이스터,032902,특수 목적용 기계 제조업,"13,561,451","6,780,725,500","500",원(KRW),032-576-0501,인천광역시 서구 정서진로 117 &nbsp,2359
1293,230360,에코마케팅,137103,광고업,"16,198,937","1,619,893,700","100",원(KRW),02-2182-1100,"서울특별시 강남구 학동로 343 14층(논현동, 포바강남타워)",2359
1294,038870,에코바이오,147401,사업시설 유지·관리 서비스업,"11,610,994","5,805,497,000","500",원(KRW),02-3483-2900,서울 서초구 서초동 1302-7 토탈에코빌딩 ,2359
1295,128540,에코캡,033003,자동차 신품 부품 제조업,"14,558,800","1,455,880,000","100",원(KRW),052-264-1681,울산광역시 울주군 언양읍 반천반송산업로 137-66 ,2359
1296,086520,에코프로,032004,기타 화학제품 제조업,"22,090,191","11,045,095,500","500",원(KRW),043-240-7700,충청북도 청주시 청원구 오창읍 과학산업2로 587-40 주식회사 에코프로 ,2359
1297,247540,에코프로비엠,032802,일차전지 및 축전지 제조업,"20,555,966","10,277,983,000","500",원(KRW),043-240-7700,충청북도 청주시 청원구 오창읍 2산단로 100 송대리 329 ,2359
1298,038110,에코플라스틱,033003,자동차 신품 부품 제조업,"25,669,370","12,834,685,000","500",원(KRW),054-770-3255,경상북도 경주시  공단로69번길 30 에코플라스틱(주) ,2359
1299,073540,에프알텍,032604,통신 및 방송 장비 제조업,"11,400,000","5,700,000,000","500",원(KRW),031-470-1515,"경기도 안양시 동안구 시민대로327번길 11-25 (관양동,에프알텍타워)",2359
1300,064850,에프앤가이드,116601,금융 지원 서비스업,"11,000,000","5,500,000,000","500",원(KRW),02-769-7700,서울특별시 강서구 마곡중앙2로 61 ,2359
1301,064090,에프앤리퍼블릭,074608,상품 종합 도매업,"72,095,217","36,047,608,500","500",원(KRW),032-326-8052,서울특별시 강남구 봉은사로 214 8F(역삼동),2359
1302,036810,에프에스티,032602,전자부품 제조업,"20,233,814","10,116,907,000","500",원(KRW),031-370-0700,경기도 화성시 동탄면 동탄산단6길 15-23 에프에스티,2359
1303,173940,에프엔씨엔터,189001,창작 및 예술관련 서비스업,"14,364,880","7,182,440,000","500",원(KRW),070-4659-0222,서울시 강남구 청담동 111 ,2359
1304,083500,에프엔에스테크,032902,특수 목적용 기계 제조업,"7,425,062","3,712,531,000","500",원(KRW),041-584-4460,충청남도 천안시 서북구 직산읍 4산단2길 19 ,2359
1305,054940,엑사이엔씨,064204,실내건축 및 건축마무리 공사업,"33,173,548","16,586,774,000","500",원(KRW),(02) 3289-5100,서울특별시 구로구  디지털로 288 ,2359
1306,950130,엑세스바이오,032103,의료용품 및 기타 의약 관련제품 제조업,"33,577,659","0","0",미국달러(USD),1-732-873-4040,"65 Clyde Road Suite A Somerset NJ 08873, USA ",2359
1307,205100,엑셈,105802,소프트웨어 개발 및 공급업,"33,882,273","3,388,227,300","100",원(KRW),02-6203-6300,"서울특별시 강서구 양천로 583 에이동 1208호(염창동, 우림비즈니스센터)",2359
1308,092870,엑시콘,032902,특수 목적용 기계 제조업,"9,380,393","4,690,196,500","500",원(KRW),031-696-3100,"경기도 성남시 분당구 판교로 255번길 28, 7층(삼평동, 디에이치케이솔루션빌딩) &nbsp",2359
1309,317870,엔바이오니아,033309,그외 기타 제품 제조업,"7,455,555","3,727,777,500","500",원(KRW),031-716-3670,"경기도 성남시 분당구 정자일로 158, 604호 ",2359
1310,067570,엔브이에이치코리아,033003,자동차 신품 부품 제조업,"29,591,785","15,754,388,000","500",원(KRW),054-779-1822,울산광역시 북구 모듈화산업로 207-14엔브이에이치코리아(주) ,2359
1311,140610,엔솔바이오사이언스,137001,자연과학 및 공학 연구개발업,"8,617,530","4,308,765,000","500",원(KRW),042-939-4500,대전광역시 유성구 테크노10로 51(탑립동) ,2359
1312,101400,엔시트론,032601,반도체 제조업,"138,482,900","13,848,290,000","100",원(KRW),02-6340-1000,"경기도 성남시 분당구 판교로255번길 35 (삼평동, 실리콘파크 A동 8층)",2359
1313,036570,엔씨소프트,105802,소프트웨어 개발 및 공급업,"21,954,022","10,977,011,000","500",원(KRW),02-2186-3300,서울특별시 강남구 테헤란로 509(삼성동) ,2359
1314,217820,엔에스,032902,특수 목적용 기계 제조업,"9,800,000","4,900,000,000","500",원(KRW),043-218-7056,충청북도 청주시 청원구 오창읍 각리1길 27 ,2359
1315,138250,엔에스쇼핑,074709,무점포 소매업,"33,696,000","16,848,000,000","500",원(KRW),02-6336-1516,경기도 성남시 분당구 판교로228번길 15 ,2359
1316,031860,엔에스엔,074608,상품 종합 도매업,"26,412,885","13,206,442,500","500",원(KRW),02-2106-5417,"서울특별시 강남구 봉은사로 207 8층(논현동, KJ타워)",2359
1317,238170,엔에스엠,032002,합성고무 및 플라스틱 물질 제조업,"19,779,660","9,889,830,000","500",원(KRW),031-351-9422,경기도 화성시 장안면 무봉길 166-67 ,2359
1318,224760,엔에스컴퍼니,064102,토목 건설업,"3,939,700","1,969,850,000","500",원(KRW),052-289-2888,경상북도 경주시 외동읍 구어2산단로 127 -,2359
1319,273060,엔에이치스팩12호,116601,금융 지원 서비스업,"7,510,000","751,000,000","100",원(KRW),02-750-5519,서울특별시 영등포구 여의대로 60 &nbsp,2359
1320,310840,엔에이치스팩13호,116601,금융 지원 서비스업,"3,420,000","342,000,000","100",원(KRW),02-750-5519,서울특별시 영등포구 여의대로 60 &nbsp,2359
1321,319400,엔에이치스팩14호,116601,금융 지원 서비스업,"8,620,000","862,000,000","100",원(KRW),02-750-5777,서울특별시 영등포구 여의대로 60 8층,2359
1322,339950,엔에이치스팩15,116601,금융 지원 서비스업,"6,540,000","654,000,000","100",원(KRW),02-750-5742,서울특별시 영등포구 여의대로 60 8층,2359
1323,181710,엔에이치엔,105802,소프트웨어 개발 및 공급업,"19,565,025","9,782,512,500","500",원(KRW),1544-6859,경기도 성남시 분당구  대왕판교로645번길 16 플레이뮤지엄,2359
1324,093510,엔지브이아이,033003,자동차 신품 부품 제조업,"6,020,000","3,010,000,000","500",원(KRW),033-260-3400,강원도 춘천시 남산면 보매기길 56 ,2359
1325,208860,엔지스테크널러지,105802,소프트웨어 개발 및 공급업,"10,046,564","5,023,282,000","500",원(KRW),02-1522-9060,서울특별시 성동구 아차산로 49 서울숲코오롱디지털타워 3차 10층 ,2359
1326,183490,엔지켐생명과학,032101,기초 의약물질 및 생물학적 제제 제조업,"7,864,262","3,932,131,000","500",원(KRW),043-652-2845,충청북도 제천시 바이오밸리로 59 &nbsp,2359
1327,085310,엔케이,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","79,983,352","39,991,676,000","500",원(KRW),051-204-2211,부산광역시 강서구 녹산산단17로 113(주)엔케이 ,2359
1328,182400,엔케이맥스,032101,기초 의약물질 및 생물학적 제제 제조업,"31,474,018","15,737,009,000","500",원(KRW),031-603-9217,"경기도 성남시 분당구 돌마로 172 정자동, 헬스케어혁신파크 1층및6층 ",2359
1329,009810,엔케이물산,074607,기타 전문 도매업,"83,578,428","41,789,214,000","500",원(KRW),02-2156-5378,"서울특별시 광진구 광나루로56길 85 10층(구의동, 테크노마트21)",2359
1330,206400,엔터메이트,105802,소프트웨어 개발 및 공급업,"83,314,615","8,331,461,500","100",원(KRW),02-3461-2150,서울특별시 강남구 도곡로 176 크리스빌딩 2층 ,2359
1331,069410,엔텔스,105802,소프트웨어 개발 및 공급업,"6,899,227","3,449,613,500","500",원(KRW),02-3218-1200,"서울특별시 강남구 학동로 401 15층(청담동, 금하빌딩)",2359
1332,198080,엔피디,032602,전자부품 제조업,"21,535,185","10,767,592,500","500",원(KRW),031-497-8112,경기도 안산시 단원구 시화벤처로 515 &nbsp,2359
1333,004250,엔피씨,032202,플라스틱제품 제조업,"36,720,000","21,000,000,000","500",원(KRW),031-362-2851,경기도 안산시 단원구  해안로 289 엔피씨(주) ,2359
1334,048830,엔피케이,032002,합성고무 및 플라스틱 물질 제조업,"18,723,923","9,361,961,500","500",원(KRW),031-730-0650,경기도 성남시 중원구  갈마치로 215 금강펜테리움IT타워 A-708,2359
1335,096870,엘디티,032601,반도체 제조업,"6,678,400","3,339,200,000","500",원(KRW),041-520-7300,충청남도 천안시 서북구  한들1로 126-33 ,2359
1336,276240,엘리비젼,032605,영상 및 음향기기 제조업,"5,574,400","2,787,200,000","500",원(KRW),032-576-3050,인천광역시 연수구 하모니로 230정호ENC 3층 ,2359
1337,900140,엘브이엠씨,074501,자동차 판매업,"51,120,439","12,780,110","0.25",미국달러(USD),070-8615-4824,"PO Box 309, Ugland House, Grand Cayman, KY1-1104, Cayman Islands ",2359
1338,061970,엘비세미콘,032601,반도체 제조업,"43,784,592","21,892,296,000","500",원(KRW),031-680-1600,경기도 평택시 청북면 청북산단로 138 ,2359
1339,138690,엘아이에스,032902,특수 목적용 기계 제조업,"16,026,971","8,013,485,500","500",원(KRW),070-7162-7205,경기도 안양시 동안구 엘에스로116번길 91 (호계동) ,2359
1340,290650,엘앤씨바이오,032102,의약품 제조업,"7,359,332","3,679,666,000","500",원(KRW),031-776-2975,"경기도 성남시 중원구 둔촌대로 474, 605호, 606호, 607호 (선텍시티) ",2359
1341,066970,엘앤에프,032802,일차전지 및 축전지 제조업,"24,758,729","12,379,364,500","500",원(KRW),(053)592-7300,대구광역시 달서구  달서대로91길 120 ,2359
1342,156100,엘앤케이바이오,032701,의료용 기기 제조업,"10,778,736","5,389,368,000","500",원(KRW),02-6717-1911,경기도 용인시 기흥구 동백중앙로16번길 16-25 201호 &nbsp,2359
1343,010120,엘에스일렉트릭,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","30,000,000","150,000,000,000","5,000",원(KRW),02-2034-4224,경기도 안양시 동안구  엘에스로 127 LS타워,2359
1344,311060,엘에이티,032902,특수 목적용 기계 제조업,"2,251,480","1,125,740,000","500",원(KRW),03180195050,"경기도 수원시 권선구 서부로 1433-100, 수원산업2단지(고색동) ",2359
1345,073110,엘엠에스,032602,전자부품 제조업,"8,895,755","4,522,877,500","500",원(KRW),031-421-2345,경기도 평택시 진위면 진위산단로 53-73 ,2359
1346,083310,엘오티베큠,032902,특수 목적용 기계 제조업,"13,258,256","6,629,128,000","500",원(KRW),031-677-4431,경기도 오산시 지곶중앙로 1-20 -,2359
1347,037950,엘컴텍,032602,전자부품 제조업,"84,447,519","42,223,759,500","500",원(KRW),031-379-5258,경기 평택시 진위면 갈곶리 110-1 ,2359
1348,170920,엘티씨,032001,기초 화학물질 제조업,"7,519,943","3,759,971,500","500",원(KRW),031-383-6525,경기도 화성시 마도면 청원산단8길 114 (경기화성바이오밸리) ,2359
1349,058630,엠게임,105802,소프트웨어 개발 및 공급업,"19,543,877","9,771,938,500","500",원(KRW),02-523-5854,서울특별시 금천구  가산디지털1로 145 에이스하이엔드타워3차 ,2359
1350,058970,엠로,105802,소프트웨어 개발 및 공급업,"4,815,000","2,407,500,000","500",원(KRW),02-785-9848,"서울특별시 영등포구 당산로41길 11, 이동 5층(당산동4가, 당산에스케이브이1센터) ",2359
1351,019590,엠벤처투자,116402,신탁업 및 집합투자업,"60,142,180","30,071,090,000","500",원(KRW),02  -6000-5537,서울특별시 강남구  테헤란로87길 36 도심공항타워 2503호,2359
1352,097520,엠씨넥스,032605,영상 및 음향기기 제조업,"17,863,482","8,931,741,000","500",원(KRW),02-2025-3600,"서울특별시 금천구  디지털로9길 47 (가산동, 한신IT타워2차 11층) ",2359
1353,179290,엠아이텍,032701,의료용 기기 제조업,"30,423,558","15,211,779,000","500",원(KRW),070-4304-7443,"경기도 평택시 진위면 하북2길 174 (진위면, 주식회사엠아이텍) ",2359
1354,225860,엠앤씨생명과학,032004,기타 화학제품 제조업,"11,358,092","1,135,809,200","100",원(KRW),031-731-1401,경기도 성남시 중원구 사기막골로105번길 27 중앙인더스피아3 1F 105호,2359
1355,009780,엠에스씨,031007,기타 식품 제조업,"17,600,000","8,800,000,000","500",원(KRW),055 -389 -1001,경남 양산시 웅상읍 소주리 439-13 ,2359
1356,123040,엠에스오토텍,033003,자동차 신품 부품 제조업,"34,226,660","17,113,330,000","500",원(KRW),054-7701810,경상북도 경주시  내남면 포석로 16-9 ,2359
1357,251960,엠에프엠코리아,031403,편조의복 제조업,"10,400,000","5,200,000,000","500",원(KRW),02-531-5780,"서울특별시 강남구 도곡로 204, 4층(도곡동, 동신빌딩) ",2359
1358,032790,엠젠플러스,074605,기계장비 및 관련 물품 도매업,"18,137,619","9,068,809,500","500",원(KRW),02-3412-8777,서울특별시 서초구 효령로 83 엠젠플러스빌딩 (방배동),2359
1359,033160,엠케이전자,032602,전자부품 제조업,"21,807,689","10,903,844,500","500",원(KRW),031-330-1900,경기도 용인시 처인구 포곡읍 금어로 405 엠케이전자 ,2359
1360,259630,엠플러스,032902,특수 목적용 기계 제조업,"5,179,713","2,589,856,500","500",원(KRW),043-272-7079,충청북도 청주시 흥덕구 옥산면 옥산산단로 27 엠플러스 사옥 ,2359
1361,115960,연우,032202,플라스틱제품 제조업,"12,398,000","6,199,000,000","500",원(KRW),032-575-8811,인천광역시 서구 가좌로84번길 13 &nbsp,2359
1362,090740,연이정보통신,032602,전자부품 제조업,"18,898,551","9,449,275,500","500",원(KRW),041-620-1500,충청남도 천안시 서북구  직산읍 4산단6길 77 ,2359
1363,014440,영보화학,032202,플라스틱제품 제조업,"20,000,000","10,000,000,000","500",원(KRW),043-249-2000,충청북도 청주시 흥덕구 강내면 서부로 230-23 ,2359
1364,007530,영신금속,032509,기타 금속 가공제품 제조업,"12,832,968","6,416,484,000","500",원(KRW),02  -855 -6960,경기도 평택시  포승읍 포승공단로118번길 118 ,2359
1365,143540,영우디에스피,032902,특수 목적용 기계 제조업,"30,193,507","15,096,753,500","500",원(KRW),041-418-4871,충청남도 천안시 서북구 성거읍 새터길 164 -,2359
1366,111770,영원무역,074608,상품 종합 도매업,"44,311,468","22,155,734,000","500",원(KRW),390-6114,서울특별시 중구  만리재로 159 ,2359
1367,009970,영원무역홀딩스,116409,기타 금융업,"13,635,592","6,817,796,000","500",원(KRW),02-390-6000,서울특별시 중구 만리재로 159 (주)영원무역,2359
1368,003520,영진약품,032102,의약품 제조업,"182,892,731","91,446,365,500","500",원(KRW),02-2041-8200,서울특별시 송파구 올림픽로35다길 13 국민연금 잠실사옥 2~3층,2359
1369,000670,영풍,032402,1차 비철금속 제조업,"1,842,040","9,210,200,000","5,000",원(KRW),02-519-3314,서울특별시 강남구  강남대로 542 ,2359
1370,036560,영풍정밀,032901,일반 목적용 기계 제조업,"15,750,000","7,875,000,000","500",원(KRW),02-519-3523,서울특별시 강남구 강남대로 542 ,2359
1371,006740,영풍제지,031702,"골판지, 종이 상자 및 종이용기 제조업","22,200,000","11,100,000,000","500",원(KRW),031-660-8200,경기도 평택시 진위면 서탄로 9 ,2359
1372,012280,영화금속,033003,자동차 신품 부품 제조업,"45,451,006","23,597,333,000","500",원(KRW),055-551-7500,경상남도 창원시 진해구  남의로 57 (남양동) ,2359
1373,265560,영화테크,033003,자동차 신품 부품 제조업,"5,345,090","2,672,545,000","500",원(KRW),041-585-2685,충청남도 아산시 둔포면 아산밸리로 132 &nbsp,2359
1374,012160,영흥철강,032401,1차 철강 제조업,"85,826,509","42,913,254,500","500",원(KRW),02-2077-8522,충청남도 보령시 주교면 관창공단길 50 -,2359
1375,036000,예림당,105801,"서적, 잡지 및 기타 인쇄물 출판업","23,034,277","11,617,138,500","500",원(KRW),02-566-1004,서울시 성동구 아차산로 153 (성수동2가, 예림출판문화센터) ,2359
1376,250930,예선테크,032202,플라스틱제품 제조업,"33,000,440","3,300,044,000","100",원(KRW),02-783-1101,경기도 군포시 벌새전리길 15 -,2359
1377,053280,예스24,074709,무점포 소매업,"17,200,000","8,600,000,000","500",원(KRW),02-3215-9100,서울특별시 영등포구 은행로 11 ,2359
1378,015360,예스코홀딩스,116409,기타 금융업,"6,000,000","30,000,000,000","5,000",원(KRW),02-3390-3010,서울특별시 용산구 한강대로 92 LS 용산타워 ,2359
1379,122640,예스티,032902,특수 목적용 기계 제조업,"14,003,328","7,001,664,000","500",원(KRW),031-612-3337,경기도 평택시 진위면 마산12로 27 예스티 ,2359
1380,179720,옐로페이,105802,소프트웨어 개발 및 공급업,"11,850,000","5,925,000,000","500",원(KRW),02-6354-9115,"서울특별시 강남구 논현로168길 39301호(신사동, 원빌딩) ",2359
1381,900300,오가닉티코스메틱,116409,기타 금융업,"56,925,000","346,362,612","0",중국위안(CNY),86-599-8508611,"No.49-51 Bonham Strand West, HONG KONG S.A.R Unit D, 11/F., Four Seas Communications Bank Building",2359
1382,045060,오공,032004,기타 화학제품 제조업,"16,941,974","8,470,987,000","500",원(KRW),032 -822 -5050,인천광역시 남동구  함박뫼로 341 ,2359
1383,080520,오디텍,032601,반도체 제조업,"11,746,609","5,873,304,500","500",원(KRW),063-263-7626,전라북도 완주군 봉동읍 완주산단5로 87 ,2359
1384,007310,오뚜기,031007,기타 식품 제조업,"3,605,237","18,026,185,000","5,000",원(KRW),031-421-2122,경기도 안양시 동안구  흥안대로 405 ,2359
1385,039830,오로라,137302,전문디자인업,"10,762,890","5,381,445,000","500",원(KRW),02  -3420-4114,서울특별시 강남구 테헤란로 624 오로라빌딩 ,2359
1386,046120,오르비텍,137209,기타 과학기술 서비스업,"23,790,573","11,895,286,500","500",원(KRW),02-852-2223,"서울특별시 금천구 범안로 1130 8층(가산동, 가산디지털엠파이어)",2359
1387,014940,오리엔탈정공,032901,일반 목적용 기계 제조업,"45,573,661","22,786,830,500","500",원(KRW),(051)202-0101,부산광역시 강서구  녹산산단289로 6 오리엔탈정공,2359
1388,002630,오리엔트바이오,032102,의약품 제조업,"101,798,996","50,899,498,000","500",원(KRW),031-730-6036,경기 성남시 중원구 상대원동 143-1,2359
1389,065500,오리엔트정공,033003,자동차 신품 부품 제조업,"117,214,562","58,607,281,000","500",원(KRW),031-730-6707,경상북도 구미시 수출대로 9-1 26-5(공단동),2359
1390,271560,오리온,031007,기타 식품 제조업,"39,536,132","19,768,066,000","500",원(KRW),02-710-6000,서울특별시 용산구 백범로90다길 13 ,2359
1391,001800,오리온홀딩스,116409,기타 금융업,"62,645,422","31,322,711,000","500",원(KRW),02-710-6000,서울특별시 용산구  백범로90다길 13 (주)오리온 ,2359
1392,010470,오리콤,137103,광고업,"11,704,050","11,704,050,000","1,000",원(KRW),02-510-4077,서울특별시 강남구  언주로 726 두산빌딩 ,2359
1393,053980,오상자이엘,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","17,747,882","8,873,941,000","500",원(KRW),032-524-0700,인천 부평구 부평동 604-15 ,2359
1394,052420,오성첨단소재,032202,플라스틱제품 제조업,"61,966,225","31,044,396,500","500",원(KRW),041-583-8780,전라북도 익산시 석암로17길 104 오성첨단소재(주) ,2359
1395,241790,오션브릿지,032902,특수 목적용 기계 제조업,"10,002,634","5,001,317,000","500",원(KRW),031-8052-9030,경기도 안성시 양성면 동항공단길 49 ,2359
1396,039200,오스코텍,032102,의약품 제조업,"29,200,311","14,600,155,500","500",원(KRW),031-628-7613,"경기도 성남시 분당구  대왕판교로 700 A-901(삼평동,코리아바이오파크)",2359
1397,226400,오스테오닉,032701,의료용 기기 제조업,"8,458,466","4,229,233,000","500",원(KRW),02-6902-8400,서울특별시 구로구 디지털로29길 38 에이스테크노타워Ⅲ1206호 ,2359
1398,031510,오스템,033003,자동차 신품 부품 제조업,"26,000,000","13,000,000,000","500",원(KRW),041 -559 -2340,충청남도 천안시 동남구 수신면 수신로 739 ,2359
1399,048260,오스템임플란트,032701,의료용 기기 제조업,"14,285,717","7,142,858,500","500",원(KRW),02-2016-7000,서울 금천구 가산동426-5 월드메르디앙벤처센터2차8층 ,2359
1400,138080,오이솔루션,032604,통신 및 방송 장비 제조업,"10,624,095","5,312,047,500","500",원(KRW),062-602-7631,광주광역시 북구 첨단연신로30번길 53 -,2359
1401,080580,오킨스전자,032602,전자부품 제조업,"6,991,809","3,495,904,500","500",원(KRW),031-460-3500,"경기도 의왕시 오전공업길 13, 6층 (오전동, 벽산선영테크노피아) &nbsp",2359
1402,067170,오텍,033004,자동차 재제조 부품 제조업,"15,391,605","7,695,802,500","500",원(KRW),02-2628-0660,충청남도 예산군  고덕면 예덕로 1033-36 ,2359
1403,173130,오파스넷,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","4,025,902","2,012,951,000","500",원(KRW),02-568-6727,"서울특별시 강남구 테헤란로 512 , 10층(대치동, 신안빌딩) ",2359
1404,049480,오픈베이스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","31,422,383","15,711,191,500","500",원(KRW),02  -3404-5601,"서울특별시 서초구  매헌로 16 (양재동, 하이브랜드 리빙관4층)",2359
1405,244460,올리패스,032101,기초 의약물질 및 생물학적 제제 제조업,"15,969,001","7,984,500,500","500",원(KRW),031-8060-8100,경기도 용인시 기흥구 동백중앙로16번길 16-4 에이스동백타워1동 20층,2359
1406,226950,올릭스,137001,자연과학 및 공학 연구개발업,"6,530,921","3,265,460,500","500",원(KRW),031-779-8400,경기도 수원시 영통구 대학4로 17 에이스광교타워1 1014호 &nbsp,2359
1407,057540,옴니시스템,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","40,679,015","20,339,507,500","500",원(KRW),031-883-5400,경기도 여주군  가남면 연삼로 284 ,2359
1408,057680,옴니텔,105802,소프트웨어 개발 및 공급업,"40,494,755","20,247,377,500","500",원(KRW),02-2181-8000,서울특별시 동작구 여의대방로62길 1 3층,2359
1409,082210,옵트론텍,032703,사진장비 및 광학기기 제조업,"23,675,951","11,837,975,500","500",원(KRW),(042)360-1510,경상남도 창원시 의창구 평산로8번길 19-15 (팔용동),2359
1410,109080,옵티시스,032604,통신 및 방송 장비 제조업,"5,636,000","2,818,000,000","500",원(KRW),031-719-8033,"경기도 성남시 분당구 정자일로 166 ,7층(정자동SPG Dream 빌딩) ",2359
1411,153710,옵티팜,032103,의료용품 및 기타 의약 관련제품 제조업,"14,377,758","7,188,879,000","500",원(KRW),043-249-7500,충청북도 청주시 흥덕구 오송읍 오송생명6로 63 ,2359
1412,052770,와이디온라인,105802,소프트웨어 개발 및 공급업,"7,291,079","3,645,539,500","500",원(KRW),02-6207-7111,서울특별시 강남구 도산대로 541 세신빌딩 11층 ,2359
1413,122990,와이솔,032602,전자부품 제조업,"28,171,941","14,085,970,500","500",원(KRW),070-7837-6240,경기도 오산시 가장로 531-7(가장동) ,2359
1414,232140,와이아이케이,032902,특수 목적용 기계 제조업,"63,516,419","6,351,641,900","100",원(KRW),031-8038-8200,"경기도 성남시 분당구 판교로255번길 28 (삼평동, 디에이치케이솔루션빌딩 7층)",2359
1415,067900,와이엔텍,053802,폐기물 처리업,"18,199,659","9,099,829,500","500",원(KRW),061-690-6933,전라남도 여수시  여수산단로 1232 ,2359
1416,155650,와이엠씨,032602,전자부품 제조업,"19,974,358","9,987,179,000","500",원(KRW),041-538-5200,충청남도 아산시  둔포면 아산밸리중앙로 154-25 ,2359
1417,251370,와이엠티,032001,기초 화학물질 제조업,"7,405,200","3,702,600,000","500",원(KRW),032-821-8277,"인천광역시 남동구 남동동로153번길 30(고잔동, 남동공단) ",2359
1418,066430,와이오엠,074607,기타 전문 도매업,"14,833,246","7,416,623,000","500",원(KRW),051-972-7175,부산광역시 강서구 생곡산단1로24번길 51 (생곡동),2359
1419,193250,와이제이엠게임즈,032602,전자부품 제조업,"54,147,235","5,414,723,500","100",원(KRW),02-591-1310,서울특별시 강남구 테헤란로77길 11-9 삼성타워 8층 ,2359
1420,019210,와이지-원,032509,기타 금속 가공제품 제조업,"30,573,819","15,286,909,500","500",원(KRW),032 -526 -0909,인천 부평구 청천동 68번지 ,2359
1421,122870,와이지엔터테인먼트,105902,오디오물 출판 및 원판 녹음업,"18,203,809","9,101,904,500","500",원(KRW),02-3142-1104,서울특별시 마포구  희우정로1길 3 ,2359
1422,079000,와토스코리아,032202,플라스틱제품 제조업,"7,200,000","3,600,000,000","500",원(KRW),061-392-3685,전라남도 장성군  동화면 전자농공단지1길 31 ,2359
1423,070960,용평리조트,095501,일반 및 생활 숙박시설 운영업,"48,133,333","240,666,665,000","5,000",원(KRW),033-330-8350,강원도 평창군  대관령면 올림픽로 715 ,2359
1424,114630,우노앤컴퍼니,032005,화학섬유 제조업,"13,573,965","6,886,982,500","500",원(KRW),063-261-7555,전라북도 완주군  봉동읍 완주산단3로 158-15 우노앤컴퍼니 ,2359
1425,316140,우리금융지주,116409,기타 금융업,"722,267,683","3,611,338,415,000","5,000",원(KRW),02-2125-2000,서울특별시 중구 소공로 51 ,2359
1426,032820,우리기술,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","100,769,199","50,384,599,500","500",원(KRW),02  -2102-5100,"서울특별시 마포구 월드컵북로56길 9 4층(상암동, 우리기술빌딩)",2359
